duration,num_subscribers,influencer,dow,views,view_rate,has_tags,prod_focus,reach,media_type,post_type,influencer_type,FTC_Converted,In_Person_Converted,Giveaway_Converted,Reoccuring_Converted,ViewRate_Binary,id
2693,619146,Toy Egg Videos,Tuesday,177671,30.8,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2030,619146,Toy Egg Videos,Saturday,1330334,230.66,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2196,619146,Toy Egg Videos,Saturday,509196,88.29,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1887,619145,Toy Egg Videos,Sunday,451023,78.2,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2129,619145,Toy Egg Videos,Sunday,537666,93.22,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1853,619145,Toy Egg Videos,Tuesday,294386,51.04,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2910,619145,Toy Egg Videos,Wednesday,275710,47.8,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2201,619145,Toy Egg Videos,Tuesday,619360,107.39,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1615,619145,Toy Egg Videos,Wednesday,121177,21.01,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2061,619145,Toy Egg Videos,Friday,154509,26.79,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2153,619145,Toy Egg Videos,Friday,952982,165.23,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1515,619145,Toy Egg Videos,Sunday,173023,30,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1673,619145,Toy Egg Videos,Thursday,106209,18.41,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1534,619145,Toy Egg Videos,Thursday,244680,42.42,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1430,619145,Toy Egg Videos,Sunday,263347,45.66,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1849,619145,Toy Egg Videos,Monday,484424,83.99,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2117,619145,Toy Egg Videos,Monday,363305,62.99,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
3209,619145,Toy Egg Videos,Saturday,542713,94.1,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2532,619145,Toy Egg Videos,Saturday,479105,83.07,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1908,619145,Toy Egg Videos,Thursday,369824,64.12,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2260,619145,Toy Egg Videos,Thursday,216109,37.47,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1397,619145,Toy Egg Videos,Friday,288675,50.05,0,2,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2137,619145,Toy Egg Videos,Friday,362632,62.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2478,619145,Toy Egg Videos,Wednesday,757930,131.41,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2077,619145,Toy Egg Videos,Wednesday,205998,35.72,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1635,619145,Toy Egg Videos,Tuesday,149082,25.85,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1973,619146,Toy Egg Videos,Monday,340307,59,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1816,619146,Toy Egg Videos,Monday,590952,102.46,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2562,619146,Toy Egg Videos,Tuesday,437593,75.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2927,619146,Toy Egg Videos,Saturday,1467402,254.43,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1589,619146,Toy Egg Videos,Saturday,285123,49.44,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1587,619146,Toy Egg Videos,Sunday,365743,63.41,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2007,619146,Toy Egg Videos,Sunday,1340855,232.49,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1828,619146,Toy Egg Videos,Friday,348310,60.39,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2079,619146,Toy Egg Videos,Friday,1255429,217.67,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1484,619146,Toy Egg Videos,Thursday,183479,31.81,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2636,619147,Toy Egg Videos,Thursday,872146,151.22,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1366,619147,Toy Egg Videos,Sunday,400941,69.52,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1454,619147,Toy Egg Videos,Wednesday,174714,30.29,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1874,619147,Toy Egg Videos,Sunday,2276648,394.74,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1804,619147,Toy Egg Videos,Monday,223054,38.67,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1506,619147,Toy Egg Videos,Tuesday,679743,117.86,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1864,619147,Toy Egg Videos,Tuesday,442526,76.73,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1240,619147,Toy Egg Videos,Wednesday,220048,38.15,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1427,619147,Toy Egg Videos,Saturday,908189,157.47,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1357,619147,Toy Egg Videos,Monday,231519,40.14,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1375,619146,Toy Egg Videos,Saturday,585692,101.55,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1520,619147,Toy Egg Videos,Saturday,735274,127.49,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
959,619148,Toy Egg Videos,Saturday,282527,48.99,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1297,619148,Toy Egg Videos,Saturday,630718,109.36,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
3108,619148,Toy Egg Videos,Wednesday,463461,80.36,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1350,619148,Toy Egg Videos,Wednesday,216102,37.47,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1327,619148,Toy Egg Videos,Saturday,1841081,319.22,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1505,619148,Toy Egg Videos,Tuesday,433246,75.12,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1816,619149,Toy Egg Videos,Tuesday,318901,55.29,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1648,619149,Toy Egg Videos,Monday,498077,86.36,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1542,619149,Toy Egg Videos,Monday,233757,40.53,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2195,619149,Toy Egg Videos,Sunday,1282780,222.42,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1887,619149,Toy Egg Videos,Sunday,367044,63.64,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
608,619149,Toy Egg Videos,Saturday,597449,103.59,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1602,619148,Toy Egg Videos,Saturday,644915,111.82,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1149,619149,Toy Egg Videos,Friday,477165,82.74,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1358,619149,Toy Egg Videos,Thursday,226012,39.19,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1282,619149,Toy Egg Videos,Thursday,323923,56.17,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1504,619149,Toy Egg Videos,Friday,116451,20.19,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1652,619149,Toy Egg Videos,Wednesday,426775,74,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1132,619150,Toy Egg Videos,Wednesday,1023652,177.49,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1616,619150,Toy Egg Videos,Tuesday,625831,108.52,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1301,619150,Toy Egg Videos,Tuesday,366942,63.63,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1313,619150,Toy Egg Videos,Monday,499653,86.64,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1696,619150,Toy Egg Videos,Monday,1973719,342.23,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1398,619150,Toy Egg Videos,Sunday,370650,64.27,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1173,619150,Toy Egg Videos,Saturday,292987,50.8,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1377,619150,Toy Egg Videos,Sunday,891067,154.51,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1760,619150,Toy Egg Videos,Saturday,665177,115.34,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1959,619150,Toy Egg Videos,Friday,366232,63.5,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1558,619150,Toy Egg Videos,Friday,633866,109.91,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1309,619150,Toy Egg Videos,Thursday,415452,72.04,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1394,619151,Toy Egg Videos,Thursday,753253,130.61,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1700,619152,Toy Egg Videos,Tuesday,951244,164.94,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1798,619152,Toy Egg Videos,Tuesday,1353075,234.62,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1497,619152,Toy Egg Videos,Wednesday,163025,28.27,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1294,619152,Toy Egg Videos,Wednesday,750497,130.13,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1491,619153,Toy Egg Videos,Monday,1822922,316.09,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1838,619153,Toy Egg Videos,Monday,937995,162.65,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1620,619153,Toy Egg Videos,Sunday,1688012,292.7,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1244,619153,Toy Egg Videos,Sunday,152519,26.45,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2014,619153,Toy Egg Videos,Saturday,492297,85.36,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1270,619153,Toy Egg Videos,Saturday,580506,100.66,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1791,619153,Toy Egg Videos,Friday,212222,36.8,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1670,619153,Toy Egg Videos,Friday,552992,95.89,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1648,619153,Toy Egg Videos,Thursday,927684,160.86,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1309,619153,Toy Egg Videos,Thursday,83946,14.56,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
1246,619153,Toy Egg Videos,Wednesday,375999,65.2,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1773,619153,Toy Egg Videos,Tuesday,327963,56.87,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1285,619153,Toy Egg Videos,Tuesday,1621441,281.16,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1349,619153,Toy Egg Videos,Sunday,163393,28.33,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2862,619153,Toy Egg Videos,Sunday,158943,27.56,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1872,619153,Toy Egg Videos,Monday,310606,53.86,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1622,619153,Toy Egg Videos,Monday,897133,155.57,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1714,619153,Toy Egg Videos,Saturday,583145,101.12,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1406,619153,Toy Egg Videos,Saturday,539603,93.57,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1679,619153,Toy Egg Videos,Friday,964927,167.32,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1712,619153,Toy Egg Videos,Friday,318853,55.29,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1581,619153,Toy Egg Videos,Thursday,112577,19.52,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1243,619153,Toy Egg Videos,Wednesday,595623,103.28,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1545,619153,Toy Egg Videos,Wednesday,663540,115.06,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1640,619153,Toy Egg Videos,Thursday,347448,60.25,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1515,619153,Toy Egg Videos,Tuesday,120550,20.9,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1332,619153,Toy Egg Videos,Monday,319094,55.33,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1828,619153,Toy Egg Videos,Sunday,154827,26.85,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1147,619154,Toy Egg Videos,Sunday,310753,53.89,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1683,619154,Toy Egg Videos,Friday,188753,32.73,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1981,619154,Toy Egg Videos,Saturday,262610,45.54,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1669,619154,Toy Egg Videos,Saturday,681901,118.25,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
2122,619154,Toy Egg Videos,Wednesday,746935,129.52,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1130,619154,Toy Egg Videos,Wednesday,492710,85.44,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1639,619154,Toy Egg Videos,Tuesday,1617134,280.43,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1348,619154,Toy Egg Videos,Tuesday,371512,64.42,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1167,619154,Toy Egg Videos,Friday,539298,93.52,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1401,619155,Toy Egg Videos,Friday,275009,47.69,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1486,619155,Toy Egg Videos,Thursday,794945,137.85,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1394,619155,Toy Egg Videos,Thursday,876764,152.04,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1666,619155,Toy Egg Videos,Saturday,213926,37.1,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1163,619155,Toy Egg Videos,Sunday,481031,83.42,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1455,619155,Toy Egg Videos,Sunday,151555,26.28,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1619,619155,Toy Egg Videos,Monday,1508847,261.65,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1339,619155,Toy Egg Videos,Monday,365660,63.41,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1246,619155,Toy Egg Videos,Wednesday,338780,58.75,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1327,619155,Toy Egg Videos,Saturday,246133,42.68,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1727,619155,Toy Egg Videos,Tuesday,170342,29.54,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1181,619155,Toy Egg Videos,Wednesday,504984,87.57,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1002,619155,Toy Egg Videos,Tuesday,414844,71.94,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1334,619155,Toy Egg Videos,Saturday,1722124,298.64,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1894,619155,Toy Egg Videos,Monday,301600,52.3,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1304,619155,Toy Egg Videos,Friday,609491,105.69,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1249,619156,Toy Egg Videos,Saturday,257921,44.73,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1372,619156,Toy Egg Videos,Sunday,488262,84.67,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1359,619156,Toy Egg Videos,Sunday,98241,17.04,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1598,619156,Toy Egg Videos,Monday,79836,13.84,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
1266,619156,Toy Egg Videos,Friday,409749,71.06,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1386,619157,Toy Egg Videos,Thursday,266382,46.19,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1072,619157,Toy Egg Videos,Thursday,527099,91.41,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1587,619157,Toy Egg Videos,Wednesday,270532,46.91,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1148,619157,Toy Egg Videos,Wednesday,540383,93.71,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1454,619157,Toy Egg Videos,Monday,214930,37.27,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1485,619157,Toy Egg Videos,Monday,293590,50.91,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1384,619157,Toy Egg Videos,Tuesday,574307,99.59,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1930,619157,Toy Egg Videos,Tuesday,303053,52.55,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1425,619157,Toy Egg Videos,Sunday,407628,70.69,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
761,619157,Toy Egg Videos,Sunday,437781,75.92,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
660,619157,Toy Egg Videos,Friday,264059,45.79,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1641,619157,Toy Egg Videos,Saturday,331139,57.42,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1435,619158,Toy Egg Videos,Saturday,311129,53.95,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1924,619158,Toy Egg Videos,Friday,676140,117.25,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1397,619158,Toy Egg Videos,Thursday,546122,94.71,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
706,619158,Toy Egg Videos,Thursday,138087,23.95,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
721,619158,Toy Egg Videos,Wednesday,95465,16.56,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1026,619158,Toy Egg Videos,Wednesday,668892,116,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
965,619158,Toy Egg Videos,Tuesday,507945,88.09,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1933,619158,Toy Egg Videos,Tuesday,1412569,244.96,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1221,619158,Toy Egg Videos,Monday,304696,52.84,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1232,619158,Toy Egg Videos,Monday,1134488,196.74,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
655,1460,Toy Galaxy Reviews,Friday,2193,152.72,0,1,Micro (<10K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,1,
943,1460,Toy Galaxy Reviews,Wednesday,1399,97.42,0,1,Micro (<10K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,
754,20955,Toy Transformations!,Tuesday,5856,31.34,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
723,20955,Toy Transformations!,Friday,57781,309.24,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
604,20955,Toy Transformations!,Monday,99043,530.07,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
608,20955,Toy Transformations!,Thursday,2766,14.8,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
601,20955,Toy Transformations!,Saturday,15733,84.2,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
602,20955,Toy Transformations!,Tuesday,13598,72.77,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
622,20955,Toy Transformations!,Thursday,1105,5.91,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
601,20955,Toy Transformations!,Saturday,832,4.45,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
654,20955,Toy Transformations!,Monday,2049,10.97,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
854,20955,Toy Transformations!,Tuesday,4685,25.08,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
607,20955,Toy Transformations!,Saturday,58209,311.56,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
748,20955,Toy Transformations!,Saturday,2312,12.37,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
601,20956,Toy Transformations!,Monday,449208,2404.37,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
689,20956,Toy Transformations!,Thursday,253112,1354.77,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
672,20956,Toy Transformations!,Friday,2961,15.85,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
945,20956,Toy Transformations!,Saturday,134508,719.95,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
807,20956,Toy Transformations!,Wednesday,7245,38.78,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
722,20956,Toy Transformations!,Friday,125148,669.89,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
934,20956,Toy Transformations!,Saturday,3192,17.09,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
741,20956,Toy Transformations!,Monday,4300,23.02,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
741,20956,Toy Transformations!,Wednesday,5735,30.7,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
869,20956,Toy Transformations!,Friday,52660,281.88,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
720,20956,Toy Transformations!,Saturday,1718,9.2,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
653,20956,Toy Transformations!,Wednesday,607469,3251.63,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
785,20956,Toy Transformations!,Friday,1755,9.39,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
817,20956,Toy Transformations!,Sunday,10001,53.54,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
770,20956,Toy Transformations!,Monday,2412,12.91,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
689,20956,Toy Transformations!,Thursday,1272,6.81,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
805,20956,Toy Transformations!,Friday,2681,14.35,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,0,
736,20956,Toy Transformations!,Saturday,18368,98.32,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
833,20956,Toy Transformations!,Tuesday,5688,30.45,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
807,20956,Toy Transformations!,Thursday,13195,70.63,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Storyteller,0,0,0,0,1,
